index,User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category,Purchase,index,Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
56,1000015,P00334242,M,30,7,A,1,0,1,19653,56.0,1.0,04-03-2011,1636263.0,0.0,60.0,3.0,214.0,8.0
57,1000015,P00247542,M,30,7,A,1,0,8,5958,57.0,1.0,11-03-2011,1553192.0,0.0,54.0,3.0,214.0,8.0
58,1000015,P00338442,M,30,7,A,1,0,1,11415,58.0,1.0,18-03-2011,1576818.0,0.0,63.0,3.0,214.0,8.0
59,1000015,P00275142,M,30,7,A,1,0,5,5380,59.0,1.0,25-03-2011,1541102.0,0.0,70.0,3.0,215.0,8.0
60,1000015,P00333042,M,30,7,A,1,0,5,3594,60.0,1.0,01-04-2011,1495065.0,0.0,59.0,4.0,215.0,8.0
61,1000015,P00166242,M,30,7,A,1,0,8,4209,61.0,1.0,08-04-2011,1614259.0,0.0,68.0,4.0,215.0,8.0
62,1000015,P00161942,M,30,7,A,1,0,5,5407,62.0,1.0,15-04-2011,1559889.0,0.0,71.0,4.0,215.0,8.0
63,1000015,P00348242,M,30,7,A,1,0,8,7803,63.0,1.0,22-04-2011,1564820.0,0.0,73.0,4.0,215.0,8.0
64,1000015,P00042142,M,30,7,A,1,0,1,11458,64.0,1.0,29-04-2011,1455091.0,0.0,72.0,4.0,216.0,8.0
65,1000016,P00244242,F,40,0,C,0,1,1,11755,65.0,1.0,06-05-2011,1629391.0,0.0,65.0,4.0,216.0,8.0
66,1000016,P00217742,F,40,0,C,0,1,5,8702,66.0,1.0,13-05-2011,1604776.0,0.0,76.0,4.0,216.0,8.0
67,1000017,P00019342,M,53,1,C,0,0,1,15872,67.0,1.0,20-05-2011,1428218.0,0.0,68.0,4.0,216.0,8.0
68,1000017,P00100642,M,53,1,C,0,0,5,8609,68.0,1.0,27-05-2011,1466047.0,0.0,78.0,4.0,216.0,8.0
69,1000017,P00073842,M,53,1,C,0,0,1,15172,69.0,1.0,03-06-2011,1635078.0,0.0,83.0,4.0,215.0,8.0
70,1000018,P00366542,F,21,3,B,3,0,5,1780,70.0,1.0,10-06-2011,1588948.0,0.0,83.0,4.0,215.0,8.0
71,1000018,P00190742,F,21,3,B,3,0,3,10754,71.0,1.0,17-06-2011,1532115.0,0.0,86.0,4.0,215.0,8.0
72,1000018,P00151842,F,21,3,B,3,0,4,2802,72.0,1.0,24-06-2011,1438830.0,0.0,84.0,4.0,215.0,8.0
73,1000018,P00112642,F,21,3,B,3,0,1,19473,73.0,1.0,01-07-2011,1488538.0,0.0,86.0,4.0,215.0,8.0
74,1000018,P00118442,F,21,3,B,3,0,1,19672,74.0,1.0,08-07-2011,1534850.0,0.0,86.0,3.0,215.0,8.0
75,1000018,P00034442,F,21,3,B,3,0,1,19313,75.0,1.0,15-07-2011,1455120.0,0.0,89.0,4.0,215.0,8.0
76,1000018,P00222242,F,21,3,B,3,0,1,15182,76.0,1.0,22-07-2011,1396927.0,0.0,86.0,4.0,215.0,8.0
77,1000018,P00118342,F,21,3,B,3,0,2,15985,77.0,1.0,29-07-2011,1352220.0,0.0,87.0,4.0,215.0,8.0
78,1000018,P00324742,F,21,3,B,3,0,2,16454,78.0,1.0,05-08-2011,1624384.0,0.0,92.0,4.0,216.0,8.0
79,1000018,P00190042,F,21,3,B,3,0,3,13551,79.0,1.0,12-08-2011,1525147.0,0.0,91.0,4.0,216.0,8.0
80,1000018,P0094142,F,21,3,B,3,0,4,697,80.0,1.0,19-08-2011,1530761.0,0.0,90.0,4.0,216.0,8.0
81,1000018,P00138542,F,21,3,B,3,0,5,7030,81.0,1.0,26-08-2011,1464693.0,0.0,88.0,4.0,216.0,8.0
82,1000018,P00158542,F,21,3,B,3,0,5,5430,82.0,1.0,02-09-2011,1550229.0,0.0,88.0,4.0,216.0,8.0
83,1000018,P00157542,F,21,3,B,3,0,8,8011,83.0,1.0,09-09-2011,1540471.0,1.0,76.0,4.0,216.0,8.0
84,1000018,P00044142,F,21,3,B,3,0,8,5912,84.0,1.0,16-09-2011,1514260.0,0.0,80.0,4.0,216.0,8.0
85,1000019,P00112542,M,9,10,A,3,0,1,7746,85.0,1.0,23-09-2011,1380020.0,0.0,76.0,3.0,216.0,8.0
86,1000019,P00339542,M,9,10,A,3,0,1,19525,86.0,1.0,30-09-2011,1394562.0,0.0,80.0,3.0,217.0,8.0
87,1000019,P00127842,M,9,10,A,3,0,1,11959,87.0,1.0,07-10-2011,1630990.0,0.0,69.0,3.0,217.0,8.0
88,1000019,P00125942,M,9,10,A,3,0,1,19172,88.0,1.0,14-10-2011,1493526.0,0.0,72.0,3.0,217.0,8.0
89,1000019,P00251342,M,9,10,A,3,0,5,8773,89.0,1.0,21-10-2011,1502563.0,0.0,64.0,3.0,218.0,8.0
90,1000019,P00249642,M,9,10,A,3,0,3,11023,90.0,1.0,28-10-2011,1445249.0,0.0,67.0,3.0,218.0,8.0
91,1000019,P00124842,M,9,10,A,3,0,11,4654,91.0,1.0,04-11-2011,1697230.0,0.0,55.0,3.0,218.0,8.0
92,1000019,P00250642,M,9,10,A,3,0,11,4664,92.0,1.0,11-11-2011,1594939.0,0.0,59.0,3.0,218.0,8.0
93,1000019,P00058142,M,9,10,A,3,0,3,8290,93.0,1.0,18-11-2011,1539484.0,0.0,62.0,3.0,218.0,8.0
94,1000019,P00117442,M,9,10,A,3,0,5,7011,94.0,1.0,25-11-2011,2033321.0,1.0,60.0,3.0,218.0,8.0
95,1000019,P00251642,M,9,10,A,3,0,1,4211,95.0,1.0,02-12-2011,1584084.0,0.0,49.0,3.0,219.0,8.0
96,1000019,P00244842,M,9,10,A,3,0,11,1539,96.0,1.0,09-12-2011,1799682.0,0.0,44.0,3.0,219.0,8.0
97,1000021,P00220242,M,21,16,B,0,0,3,3055,97.0,1.0,16-12-2011,1881177.0,0.0,52.0,3.0,219.0,8.0
98,1000022,P00351142,M,21,15,A,4,0,1,12099,98.0,1.0,23-12-2011,2270189.0,0.0,48.0,3.0,219.0,8.0
99,1000022,P00213242,M,21,15,A,4,0,5,8797,99.0,1.0,30-12-2011,1497463.0,1.0,45.0,3.0,220.0,8.0
100,1000022,P00195942,M,21,15,A,4,0,3,10681,100.0,1.0,06-01-2012,1550370.0,0.0,49.0,3.0,220.0,7.0
101,1000022,P00115642,M,21,15,A,4,0,8,7801,101.0,1.0,13-01-2012,1459601.0,0.0,49.0,3.0,220.0,7.0
102,1000022,P0098242,M,21,15,A,4,0,1,15517,102.0,1.0,20-01-2012,1394394.0,0.0,54.0,3.0,220.0,7.0
103,1000022,P00262242,M,21,15,A,4,0,1,12098,103.0,1.0,27-01-2012,1319326.0,0.0,54.0,3.0,220.0,7.0
104,1000022,P00258742,M,21,15,A,4,0,5,6976,104.0,1.0,03-02-2012,1636340.0,0.0,57.0,3.0,220.0,7.0
105,1000022,P00218242,M,21,15,A,4,0,5,5384,105.0,1.0,10-02-2012,1802477.0,1.0,48.0,3.0,220.0,7.0
106,1000022,P00021742,M,21,15,A,4,0,5,6973,106.0,1.0,17-02-2012,1819870.0,0.0,45.0,4.0,220.0,7.0
107,1000022,P00313042,M,21,15,A,4,0,5,5168,107.0,1.0,24-02-2012,1539388.0,0.0,57.0,4.0,221.0,7.0
108,1000022,P00133742,M,21,15,A,4,0,5,3449,108.0,1.0,02-03-2012,1688421.0,0.0,61.0,4.0,221.0,7.0
109,1000022,P00077042,M,21,15,A,4,0,5,7177,109.0,1.0,09-03-2012,1675431.0,0.0,59.0,4.0,221.0,7.0
110,1000022,P00280542,M,21,15,A,4,0,11,4570,110.0,1.0,16-03-2012,1677473.0,0.0,65.0,4.0,221.0,7.0
111,1000022,P00225842,M,21,15,A,4,0,2,9564,111.0,1.0,23-03-2012,1511068.0,0.0,66.0,4.0,221.0,7.0
112,1000023,P00278942,M,40,0,B,3,1,1,15766,112.0,1.0,30-03-2012,1649605.0,0.0,68.0,4.0,221.0,7.0
113,1000023,P00004742,M,40,0,B,3,1,6,8481,113.0,1.0,06-04-2012,1899677.0,0.0,70.0,4.0,221.0,7.0
114,1000023,P00198042,M,40,0,B,3,1,11,6108,114.0,1.0,13-04-2012,1621032.0,0.0,69.0,4.0,222.0,7.0
115,1000023,P00177442,M,40,0,B,3,1,1,15354,115.0,1.0,20-04-2012,1521578.0,0.0,67.0,4.0,222.0,7.0
116,1000023,P00000642,M,40,0,B,3,1,1,12015,116.0,1.0,27-04-2012,1468928.0,0.0,67.0,4.0,222.0,7.0
117,1000023,P00288942,M,40,0,B,3,1,1,15371,117.0,1.0,04-05-2012,1684520.0,0.0,76.0,4.0,222.0,7.0
118,1000023,P00270942,M,40,0,B,3,1,1,19239,118.0,1.0,11-05-2012,1611096.0,0.0,74.0,4.0,222.0,7.0
119,1000023,P00345842,M,40,0,B,3,1,2,16137,119.0,1.0,18-05-2012,1595902.0,0.0,70.0,4.0,222.0,7.0
120,1000023,P00032042,M,40,0,B,3,1,1,11887,120.0,1.0,25-05-2012,1555445.0,0.0,77.0,4.0,222.0,7.0
121,1000023,P00313042,M,40,0,B,3,1,5,5183,121.0,1.0,01-06-2012,1624478.0,0.0,78.0,4.0,222.0,7.0
122,1000023,P00112342,M,40,0,B,3,1,13,584,122.0,1.0,08-06-2012,1697231.0,0.0,78.0,3.0,222.0,7.0
123,1000023,P00031842,M,40,0,B,3,1,1,7601,123.0,1.0,15-06-2012,1630607.0,0.0,79.0,3.0,222.0,7.0
124,1000024,P00346642,F,30,7,A,3,1,8,2230,124.0,1.0,22-06-2012,1527846.0,0.0,78.0,3.0,222.0,7.0
125,1000024,P00205642,F,30,7,A,3,1,5,6940,125.0,1.0,29-06-2012,1540421.0,0.0,85.0,3.0,222.0,7.0
126,1000024,P00248942,F,30,7,A,3,1,1,15774,126.0,1.0,06-07-2012,1769854.0,0.0,82.0,3.0,222.0,7.0
127,1000025,P00206442,M,21,4,C,4,0,1,15361,127.0,1.0,13-07-2012,1527014.0,0.0,77.0,3.0,222.0,7.0
128,1000025,P00046742,M,21,4,C,4,0,1,15770,128.0,1.0,20-07-2012,1497955.0,0.0,80.0,3.0,222.0,7.0
129,1000025,P00120042,M,21,4,C,4,0,1,18974,129.0,1.0,27-07-2012,1439124.0,0.0,83.0,3.0,222.0,7.0
130,1000026,P00043242,M,30,7,B,2,1,5,1848,130.0,1.0,03-08-2012,1631136.0,0.0,86.0,3.0,222.0,7.0
131,1000026,P00057242,M,30,7,B,2,1,5,3624,131.0,1.0,10-08-2012,1592410.0,0.0,85.0,3.0,222.0,7.0
132,1000026,P00022842,M,30,7,B,2,1,5,5275,132.0,1.0,17-08-2012,1597868.0,0.0,85.0,4.0,222.0,7.0
133,1000026,P00252042,M,30,7,B,2,1,5,5356,133.0,1.0,24-08-2012,1494122.0,0.0,78.0,4.0,222.0,7.0
134,1000026,P00042242,M,30,7,B,2,1,5,5411,134.0,1.0,31-08-2012,1582083.0,0.0,80.0,4.0,222.0,7.0
135,1000026,P00059542,M,30,7,B,2,1,2,9734,135.0,1.0,07-09-2012,1661767.0,1.0,84.0,4.0,222.0,7.0
136,1000026,P00346642,M,30,7,B,2,1,8,7814,136.0,1.0,14-09-2012,1517429.0,0.0,75.0,4.0,223.0,7.0
137,1000026,P00021242,M,30,7,B,2,1,8,6098,137.0,1.0,21-09-2012,1506126.0,0.0,70.0,4.0,223.0,7.0
138,1000026,P00023042,M,30,7,B,2,1,5,5195,138.0,1.0,28-09-2012,1437059.0,0.0,76.0,4.0,223.0,7.0
139,1000026,P00144242,M,30,7,B,2,1,5,5220,139.0,1.0,05-10-2012,1670786.0,0.0,69.0,4.0,223.0,7.0
140,1000026,P00101342,M,30,7,B,2,1,6,16093,140.0,1.0,12-10-2012,1573073.0,0.0,63.0,4.0,223.0,7.0
141,1000026,P00289342,M,30,7,B,2,1,5,3702,141.0,1.0,19-10-2012,1508069.0,0.0,68.0,4.0,223.0,7.0
142,1000027,P00281742,M,30,11,C,1,1,5,8696,142.0,1.0,26-10-2012,1493660.0,0.0,69.0,4.0,223.0,7.0
143,1000027,P00266642,M,30,11,C,1,1,1,7730,143.0,2.0,05-02-2010,2136989.0,0.0,40.0,3.0,211.0,8.0
144,1000027,P00323742,M,30,11,C,1,1,8,9836,144.0,2.0,12-02-2010,2137810.0,1.0,38.0,3.0,211.0,8.0
145,1000027,P00116342,M,30,11,C,1,1,2,16500,145.0,2.0,19-02-2010,2124452.0,0.0,40.0,3.0,211.0,8.0
146,1000027,P00117142,M,30,11,C,1,1,2,15903,146.0,2.0,26-02-2010,1865097.0,0.0,46.0,3.0,211.0,8.0
147,1000028,P00084442,F,30,1,C,2,1,13,758,147.0,2.0,05-03-2010,1991013.0,0.0,47.0,3.0,211.0,8.0
148,1000028,P00331542,F,30,1,C,2,1,5,6904,148.0,2.0,12-03-2010,1990484.0,0.0,58.0,3.0,211.0,8.0
149,1000028,P00118742,F,30,1,C,2,1,5,8690,149.0,2.0,19-03-2010,1946071.0,0.0,55.0,3.0,211.0,8.0
150,1000028,P00178942,F,30,1,C,2,1,5,8624,150.0,2.0,26-03-2010,1750198.0,0.0,51.0,3.0,211.0,8.0
151,1000028,P00026042,F,30,1,C,2,1,8,3904,151.0,2.0,02-04-2010,2066188.0,0.0,63.0,3.0,210.0,8.0
152,1000029,P00233542,M,40,7,C,1,0,1,19068,152.0,2.0,09-04-2010,1954689.0,0.0,65.0,3.0,210.0,8.0
153,1000029,P00127242,M,40,7,C,1,0,1,7963,153.0,2.0,16-04-2010,1874958.0,0.0,68.0,3.0,210.0,8.0
154,1000029,P00349942,M,40,7,C,1,0,1,15511,154.0,2.0,23-04-2010,1821991.0,0.0,65.0,3.0,210.0,8.0
155,1000029,P00303342,M,40,7,C,1,0,1,11859,155.0,2.0,30-04-2010,1802450.0,0.0,67.0,3.0,210.0,8.0
156,1000030,P00051442,F,40,7,C,3,0,8,9735,156.0,2.0,07-05-2010,2042582.0,0.0,71.0,3.0,210.0,8.0
157,1000030,P00275642,F,40,7,C,3,0,8,4166,157.0,2.0,14-05-2010,1880752.0,0.0,73.0,3.0,210.0,8.0
158,1000030,P00278642,F,40,7,C,3,0,5,6927,158.0,2.0,21-05-2010,1896937.0,0.0,75.0,3.0,210.0,8.0
159,1000031,P00117442,M,55,7,C,2,0,5,8596,159.0,2.0,28-05-2010,1957114.0,0.0,81.0,3.0,211.0,8.0
160,1000031,P00322042,M,55,7,C,2,0,5,5248,160.0,2.0,04-06-2010,2102540.0,0.0,82.0,3.0,211.0,8.0
161,1000031,P00216342,M,55,7,C,2,0,3,10592,161.0,2.0,11-06-2010,2025539.0,0.0,83.0,3.0,211.0,8.0
162,1000031,P00329342,M,55,7,C,2,0,5,3482,162.0,2.0,18-06-2010,2001637.0,0.0,86.0,3.0,211.0,8.0
163,1000032,P00332342,F,30,0,C,3,1,5,7134,163.0,2.0,25-06-2010,1939927.0,0.0,86.0,3.0,211.0,8.0
164,1000033,P00285442,M,48,3,A,1,1,8,7854,164.0,2.0,02-07-2010,2003941.0,0.0,83.0,3.0,211.0,8.0
165,1000033,P00111742,M,48,3,A,1,1,15,17391,165.0,2.0,09-07-2010,1880903.0,0.0,83.0,3.0,211.0,8.0
166,1000033,P00293742,M,48,3,A,1,1,8,6074,166.0,2.0,16-07-2010,1845880.0,0.0,85.0,3.0,211.0,8.0
167,1000033,P00032842,M,48,3,A,1,1,8,6119,167.0,2.0,23-07-2010,1781718.0,0.0,88.0,3.0,211.0,8.0
168,1000033,P00216142,M,48,3,A,1,1,1,15333,168.0,2.0,30-07-2010,1804246.0,0.0,83.0,3.0,211.0,8.0
169,1000033,P00001642,M,48,3,A,1,1,8,6129,169.0,2.0,06-08-2010,1991910.0,0.0,90.0,3.0,211.0,8.0
170,1000033,P00351842,M,48,3,A,1,1,5,5265,170.0,2.0,13-08-2010,1895601.0,0.0,89.0,3.0,211.0,8.0
171,1000033,P00145442,M,48,3,A,1,1,8,7888,171.0,2.0,20-08-2010,1964335.0,0.0,89.0,3.0,211.0,8.0
172,1000033,P00344242,M,48,3,A,1,1,8,4035,172.0,2.0,27-08-2010,1863840.0,0.0,87.0,3.0,211.0,8.0
173,1000033,P00327242,M,48,3,A,1,1,5,5280,173.0,2.0,03-09-2010,1904608.0,0.0,82.0,3.0,211.0,8.0
174,1000033,P00241142,M,48,3,A,1,1,8,7909,174.0,2.0,10-09-2010,1839129.0,1.0,79.0,3.0,211.0,8.0
175,1000033,P00219242,M,48,3,A,1,1,4,811,175.0,2.0,17-09-2010,1793904.0,0.0,82.0,3.0,211.0,8.0
176,1000033,P00057342,M,48,3,A,1,1,4,2846,176.0,2.0,24-09-2010,1724557.0,0.0,82.0,3.0,211.0,8.0
177,1000033,P00165742,M,48,3,A,1,1,8,7994,177.0,2.0,01-10-2010,1827440.0,0.0,69.0,3.0,211.0,8.0
178,1000033,P00154642,M,48,3,A,1,1,8,3897,178.0,2.0,08-10-2010,1849921.0,0.0,63.0,3.0,211.0,8.0
179,1000034,P00192942,F,21,0,A,0,0,5,6996,179.0,2.0,15-10-2010,1794355.0,0.0,66.0,3.0,211.0,8.0
180,1000034,P00247042,F,21,0,A,0,0,5,8593,180.0,2.0,22-10-2010,1737948.0,0.0,68.0,3.0,212.0,8.0
181,1000034,P00150542,F,21,0,A,0,0,5,6917,181.0,2.0,29-10-2010,1802755.0,0.0,66.0,3.0,212.0,8.0
182,1000034,P00347142,F,21,0,A,0,0,5,5329,182.0,2.0,05-11-2010,1939061.0,0.0,58.0,3.0,212.0,8.0
183,1000034,P00326742,F,21,0,A,0,0,11,5942,183.0,2.0,12-11-2010,1916813.0,0.0,60.0,3.0,212.0,8.0
184,1000034,P00085942,F,21,0,A,0,0,2,15895,184.0,2.0,19-11-2010,1956739.0,0.0,51.0,3.0,212.0,8.0
185,1000034,P00330442,F,21,0,A,0,0,5,7165,185.0,2.0,26-11-2010,2658725.0,1.0,63.0,3.0,211.0,8.0
186,1000034,P00327842,F,21,0,A,0,0,8,9846,186.0,2.0,03-12-2010,2015781.0,0.0,49.0,3.0,211.0,8.0
187,1000034,P00218342,F,21,0,A,0,0,5,8701,187.0,2.0,10-12-2010,2378727.0,0.0,46.0,3.0,211.0,8.0
188,1000034,P00259042,F,21,0,A,0,0,5,8757,188.0,2.0,17-12-2010,2609167.0,0.0,48.0,3.0,211.0,8.0
189,1000035,P00102542,M,48,1,C,4,1,8,6109,189.0,2.0,24-12-2010,3436008.0,0.0,50.0,3.0,211.0,8.0
190,1000035,P00285442,M,48,1,C,4,1,8,6139,190.0,2.0,31-12-2010,1750435.0,1.0,47.0,3.0,211.0,8.0
191,1000035,P00121142,M,48,1,C,4,1,8,5897,191.0,2.0,07-01-2011,1758051.0,0.0,45.0,3.0,211.0,8.0
192,1000035,P00228242,M,48,1,C,4,1,8,3990,192.0,2.0,14-01-2011,1744194.0,0.0,33.0,3.0,211.0,8.0
193,1000035,P00129542,M,48,1,C,4,1,8,6153,193.0,2.0,21-01-2011,1751385.0,0.0,41.0,3.0,211.0,8.0
194,1000035,P00309542,M,48,1,C,4,1,5,5319,194.0,2.0,28-01-2011,1695372.0,0.0,43.0,3.0,212.0,8.0
195,1000035,P00106742,M,48,1,C,4,1,3,10767,195.0,2.0,04-02-2011,1929346.0,0.0,38.0,3.0,212.0,8.0
196,1000036,P00102642,M,30,3,B,0,0,4,2832,196.0,2.0,11-02-2011,2168042.0,1.0,33.0,3.0,213.0,8.0
197,1000036,P00127442,M,30,3,B,0,0,1,8066,197.0,2.0,18-02-2011,2080885.0,0.0,58.0,3.0,213.0,8.0
198,1000036,P00345642,M,30,3,B,0,0,1,15812,198.0,2.0,25-02-2011,1833511.0,0.0,61.0,3.0,213.0,8.0
