Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
1,03-06-2011,1635078,0,83,4,215,8
1,10-06-2011,1588948,0,83,4,215,8
1,17-06-2011,1532115,0,86,4,215,8
1,24-06-2011,1438830,0,84,4,215,8
1,01-07-2011,1488538,0,86,4,215,8
1,08-07-2011,1534850,0,86,3,215,8
1,15-07-2011,1455120,0,89,4,215,8
1,22-07-2011,1396927,0,86,4,215,8
1,29-07-2011,1352220,0,87,4,215,8
1,05-08-2011,1624384,0,92,4,216,8
1,12-08-2011,1525147,0,91,4,216,8
1,19-08-2011,1530761,0,90,4,216,8
1,26-08-2011,1464693,0,88,4,216,8
1,02-09-2011,1550229,0,88,4,216,8
1,09-09-2011,1540471,1,76,4,216,8
1,16-09-2011,1514260,0,80,4,216,8
1,23-09-2011,1380020,0,76,3,216,8
1,30-09-2011,1394562,0,80,3,217,8
1,07-10-2011,1630990,0,69,3,217,8
1,14-10-2011,1493526,0,72,3,217,8
1,21-10-2011,1502563,0,64,3,218,8
1,28-10-2011,1445249,0,67,3,218,8
1,04-11-2011,1697230,0,55,3,218,8
1,11-11-2011,1594939,0,59,3,218,8
1,18-11-2011,1539484,0,62,3,218,8
1,25-11-2011,2033321,1,60,3,218,8
1,02-12-2011,1584084,0,49,3,219,8
1,09-12-2011,1799682,0,44,3,219,8
1,16-12-2011,1881177,0,52,3,219,8
1,23-12-2011,2270189,0,48,3,219,8
1,30-12-2011,1497463,1,45,3,220,8
1,06-01-2012,1550370,0,49,3,220,7
1,13-01-2012,1459601,0,49,3,220,7
1,20-01-2012,1394394,0,54,3,220,7
1,27-01-2012,1319326,0,54,3,220,7
1,03-02-2012,1636340,0,57,3,220,7
1,10-02-2012,1802477,1,48,3,220,7
1,17-02-2012,1819870,0,45,4,220,7
1,24-02-2012,1539388,0,57,4,221,7
1,02-03-2012,1688421,0,61,4,221,7
1,09-03-2012,1675431,0,59,4,221,7
1,16-03-2012,1677473,0,65,4,221,7
1,23-03-2012,1511068,0,66,4,221,7
1,30-03-2012,1649605,0,68,4,221,7
1,06-04-2012,1899677,0,70,4,221,7
1,13-04-2012,1621032,0,69,4,222,7
1,20-04-2012,1521578,0,67,4,222,7
1,27-04-2012,1468928,0,67,4,222,7
1,04-05-2012,1684520,0,76,4,222,7
1,11-05-2012,1611096,0,74,4,222,7
1,18-05-2012,1595902,0,70,4,222,7
1,25-05-2012,1555445,0,77,4,222,7
1,01-06-2012,1624478,0,78,4,222,7
1,08-06-2012,1697231,0,78,3,222,7
1,15-06-2012,1630607,0,79,3,222,7
1,22-06-2012,1527846,0,78,3,222,7
1,29-06-2012,1540421,0,85,3,222,7
1,06-07-2012,1769854,0,82,3,222,7
1,13-07-2012,1527014,0,77,3,222,7
1,20-07-2012,1497955,0,80,3,222,7
1,27-07-2012,1439124,0,83,3,222,7
1,03-08-2012,1631136,0,86,3,222,7
1,10-08-2012,1592410,0,85,3,222,7
1,17-08-2012,1597868,0,85,4,222,7
1,24-08-2012,1494122,0,78,4,222,7
1,31-08-2012,1582083,0,80,4,222,7
1,07-09-2012,1661767,1,84,4,222,7
1,14-09-2012,1517429,0,75,4,223,7
1,21-09-2012,1506126,0,70,4,223,7
1,28-09-2012,1437059,0,76,4,223,7
1,05-10-2012,1670786,0,69,4,223,7
1,12-10-2012,1573073,0,63,4,223,7
1,19-10-2012,1508069,0,68,4,223,7
1,26-10-2012,1493660,0,69,4,223,7
2,05-02-2010,2136989,0,40,3,211,8
2,12-02-2010,2137810,1,38,3,211,8
2,19-02-2010,2124452,0,40,3,211,8
2,26-02-2010,1865097,0,46,3,211,8
2,05-03-2010,1991013,0,47,3,211,8
2,12-03-2010,1990484,0,58,3,211,8
2,19-03-2010,1946071,0,55,3,211,8
2,26-03-2010,1750198,0,51,3,211,8
2,02-04-2010,2066188,0,63,3,210,8
2,09-04-2010,1954689,0,65,3,210,8
2,16-04-2010,1874958,0,68,3,210,8
2,23-04-2010,1821991,0,65,3,210,8
2,30-04-2010,1802450,0,67,3,210,8
2,07-05-2010,2042582,0,71,3,210,8
2,14-05-2010,1880752,0,73,3,210,8
2,21-05-2010,1896937,0,75,3,210,8
2,28-05-2010,1957114,0,81,3,211,8
2,04-06-2010,2102540,0,82,3,211,8
2,11-06-2010,2025539,0,83,3,211,8
2,18-06-2010,2001637,0,86,3,211,8
2,25-06-2010,1939927,0,86,3,211,8
2,02-07-2010,2003941,0,83,3,211,8
2,09-07-2010,1880903,0,83,3,211,8
2,16-07-2010,1845880,0,85,3,211,8
2,23-07-2010,1781718,0,88,3,211,8
2,30-07-2010,1804246,0,83,3,211,8
2,06-08-2010,1991910,0,90,3,211,8
2,13-08-2010,1895601,0,89,3,211,8
2,20-08-2010,1964335,0,89,3,211,8
2,27-08-2010,1863840,0,87,3,211,8
2,03-09-2010,1904608,0,82,3,211,8
2,10-09-2010,1839129,1,79,3,211,8
2,17-09-2010,1793904,0,82,3,211,8
2,24-09-2010,1724557,0,82,3,211,8
2,01-10-2010,1827440,0,69,3,211,8
2,08-10-2010,1849921,0,63,3,211,8
2,15-10-2010,1794355,0,66,3,211,8
2,22-10-2010,1737948,0,68,3,212,8
2,29-10-2010,1802755,0,66,3,212,8
2,05-11-2010,1939061,0,58,3,212,8
2,12-11-2010,1916813,0,60,3,212,8
2,19-11-2010,1956739,0,51,3,212,8
2,26-11-2010,2658725,1,63,3,211,8
2,03-12-2010,2015781,0,49,3,211,8
2,10-12-2010,2378727,0,46,3,211,8
2,17-12-2010,2609167,0,48,3,211,8
2,24-12-2010,3436008,0,50,3,211,8
2,31-12-2010,1750435,1,47,3,211,8
2,07-01-2011,1758051,0,45,3,211,8
2,14-01-2011,1744194,0,33,3,211,8
2,21-01-2011,1751385,0,41,3,211,8
2,28-01-2011,1695372,0,43,3,212,8
2,04-02-2011,1929346,0,38,3,212,8
2,11-02-2011,2168042,1,33,3,213,8
2,18-02-2011,2080885,0,58,3,213,8
2,25-02-2011,1833511,0,61,3,213,8
2,04-03-2011,1981608,0,58,3,213,8
2,11-03-2011,1879107,0,53,3,214,8
2,18-03-2011,1902558,0,62,3,214,8
2,25-03-2011,1766162,0,69,3,214,8
2,01-04-2011,1800171,0,55,4,214,8
2,08-04-2011,1847553,0,67,4,215,8
2,15-04-2011,1856468,0,69,4,215,8
2,22-04-2011,1886340,0,69,4,215,8
2,29-04-2011,1745545,0,69,4,215,8
2,06-05-2011,1837744,0,61,4,215,8
2,13-05-2011,1838513,0,75,4,216,8
2,20-05-2011,1688282,0,67,4,215,8
2,27-05-2011,1797733,0,76,4,215,8
2,03-06-2011,1933756,0,83,4,215,8
2,10-06-2011,1929153,0,83,4,215,8
2,17-06-2011,1953772,0,87,4,215,8
2,24-06-2011,1790926,0,85,4,215,8
2,01-07-2011,1866243,0,86,4,215,8
2,08-07-2011,1853162,0,88,3,215,8
2,15-07-2011,1785187,0,90,4,215,8
2,22-07-2011,1743816,0,89,4,215,8
2,29-07-2011,1680693,0,90,4,215,8
2,05-08-2011,1876704,0,93,4,215,8
2,12-08-2011,1812768,0,92,4,215,8
2,19-08-2011,1844095,0,90,4,215,8
2,26-08-2011,1821140,0,90,4,215,8
2,02-09-2011,1809120,0,90,4,215,8
2,09-09-2011,1748001,1,78,4,216,8
2,16-09-2011,1691440,0,79,4,216,8
2,23-09-2011,1669300,0,76,3,216,8
2,30-09-2011,1650394,0,78,3,216,8
2,07-10-2011,1837553,0,70,3,217,7
2,14-10-2011,1743882,0,72,3,217,7
2,21-10-2011,1834680,0,65,3,217,7
2,28-10-2011,1769296,0,66,3,217,7
2,04-11-2011,1959708,0,56,3,217,7
2,11-11-2011,1920725,0,59,3,218,7
2,18-11-2011,1902762,0,62,3,218,7
2,25-11-2011,2614202,1,56,3,218,7
2,02-12-2011,1954952,0,49,3,218,7
2,09-12-2011,2290549,0,42,3,219,7
2,16-12-2011,2432737,0,50,3,219,7
2,23-12-2011,3224370,0,47,3,219,7
2,30-12-2011,1874227,1,45,3,219,7
2,06-01-2012,1799520,0,47,3,219,7
2,13-01-2012,1744725,0,46,3,220,7
2,20-01-2012,1711769,0,52,3,220,7
2,27-01-2012,1660906,0,50,3,220,7
2,03-02-2012,1935300,0,55,3,220,7
2,10-02-2012,2103323,1,47,3,220,7
2,17-02-2012,2196688,0,44,4,220,7
2,24-02-2012,1861803,0,55,4,220,7
2,02-03-2012,1952556,0,59,4,220,7
2,09-03-2012,1937628,0,57,4,221,7
2,16-03-2012,1976082,0,64,4,221,7
2,23-03-2012,1790439,0,64,4,221,7
2,30-03-2012,1857481,0,67,4,221,7
2,06-04-2012,2129036,0,68,4,221,7
2,13-04-2012,1935869,0,68,4,221,7
2,20-04-2012,1847344,0,66,4,221,7
2,27-04-2012,1764133,0,67,4,221,7
2,04-05-2012,1923957,0,77,4,221,7
2,11-05-2012,1917521,0,74,4,221,7
2,18-05-2012,2000941,0,71,4,221,7
2,25-05-2012,1912791,0,78,4,221,7
2,01-06-2012,1910092,0,78,4,221,7
2,08-06-2012,2010216,0,79,3,221,7
2,15-06-2012,1962924,0,81,3,221,7
2,22-06-2012,1887733,0,81,3,221,7
2,29-06-2012,1881046,0,86,3,221,7
2,06-07-2012,2041507,0,84,3,222,7
2,13-07-2012,1830075,0,80,3,222,7
2,20-07-2012,1819666,0,83,3,222,7
2,27-07-2012,1757924,0,86,3,222,7
2,03-08-2012,1946105,0,90,3,222,7
2,10-08-2012,1866720,0,89,3,222,7
2,17-08-2012,1928016,0,85,4,222,7
2,24-08-2012,1876788,0,77,4,222,7
2,31-08-2012,1947083,0,83,4,222,7
2,07-09-2012,1898777,1,88,4,222,7
2,14-09-2012,1814807,0,76,4,222,7
2,21-09-2012,1829416,0,71,4,222,7
2,28-09-2012,1746471,0,79,4,223,7
2,05-10-2012,1998321,0,70,4,223,6
2,12-10-2012,1900745,0,61,4,223,6
2,19-10-2012,1847990,0,68,4,223,6
2,26-10-2012,1834458,0,70,4,223,6
3,05-02-2010,461622,0,46,3,214,7
3,12-02-2010,420729,1,48,3,215,7
3,19-02-2010,421642,0,47,3,215,7
3,26-02-2010,407205,0,52,3,215,7
3,05-03-2010,415202,0,53,3,215,7
3,12-03-2010,384201,0,63,3,215,7
3,19-03-2010,375329,0,60,3,215,7
3,26-03-2010,359949,0,57,3,214,7
3,02-04-2010,423294,0,66,3,214,7
3,09-04-2010,415870,0,68,3,214,7
3,16-04-2010,354993,0,67,3,214,7
3,23-04-2010,339977,0,68,3,214,7
3,30-04-2010,361248,0,70,3,214,7
3,07-05-2010,399324,0,73,3,214,7
3,14-05-2010,384358,0,77,3,214,7
3,21-05-2010,343763,0,76,3,214,7
3,28-05-2010,350089,0,79,3,214,7
3,04-06-2010,396969,0,79,3,214,7
3,11-06-2010,355017,0,82,3,215,7
3,18-06-2010,364077,0,84,3,215,7
3,25-06-2010,357346,0,84,3,215,7
3,02-07-2010,381152,0,82,3,215,7
3,09-07-2010,349214,0,82,3,214,7
3,16-07-2010,352729,0,84,3,214,7
3,23-07-2010,352864,0,83,3,215,7
3,30-07-2010,347955,0,82,3,215,7
3,06-08-2010,402636,0,85,3,215,7
3,13-08-2010,339597,0,87,3,215,7
3,20-08-2010,351728,0,88,3,215,7
3,27-08-2010,362134,0,86,3,215,7
3,03-09-2010,366474,0,84,3,215,7
3,10-09-2010,352261,1,81,3,215,7
3,17-09-2010,363065,0,82,3,215,7
3,24-09-2010,355627,0,77,3,215,7
3,01-10-2010,358784,0,74,3,215,8
3,08-10-2010,395107,0,67,3,215,8
3,15-10-2010,345584,0,70,3,215,8
3,22-10-2010,348896,0,72,3,215,8
3,29-10-2010,348592,0,72,3,215,8
3,05-11-2010,423176,0,63,3,215,8
3,12-11-2010,386635,0,63,3,215,8
3,19-11-2010,372545,0,58,3,215,8
3,26-11-2010,565568,1,69,3,215,8
3,03-12-2010,476421,0,54,3,215,8
3,10-12-2010,467642,0,51,3,215,8
3,17-12-2010,498159,0,52,3,215,8
3,24-12-2010,605990,0,57,3,215,8
3,31-12-2010,382678,1,53,3,215,8
3,07-01-2011,378241,0,53,3,215,8
3,14-01-2011,381061,0,45,3,215,8
3,21-01-2011,350877,0,51,3,215,8
3,28-01-2011,364866,0,49,3,216,8
3,04-02-2011,438517,0,46,3,216,8
3,11-02-2011,430526,1,44,3,216,8
3,18-02-2011,432782,0,62,3,217,8
3,25-02-2011,397211,0,67,3,217,8
3,04-03-2011,437085,0,65,3,217,8
3,11-03-2011,404753,0,61,3,217,8
3,18-03-2011,392110,0,69,3,218,8
3,25-03-2011,380684,0,73,3,218,8
3,01-04-2011,374556,0,69,4,218,8
3,08-04-2011,384075,0,73,4,218,8
3,15-04-2011,366251,0,76,4,219,8
3,22-04-2011,391860,0,77,4,219,8
3,29-04-2011,367405,0,79,4,219,8
3,06-05-2011,413042,0,69,4,219,8
3,13-05-2011,386313,0,80,4,219,8
3,20-05-2011,364603,0,76,4,219,8
3,27-05-2011,369351,0,84,4,219,8
3,03-06-2011,394508,0,84,4,219,8
3,10-06-2011,391639,0,85,4,218,8
3,17-06-2011,403423,0,87,4,218,8
3,24-06-2011,385521,0,85,4,218,8
3,01-07-2011,368963,0,85,4,219,8
3,08-07-2011,395146,0,85,3,219,8
3,15-07-2011,373454,0,87,4,219,8
3,22-07-2011,360617,0,86,4,219,8
3,29-07-2011,345381,0,88,4,219,8
3,05-08-2011,409981,0,88,4,219,8
3,12-08-2011,380377,0,89,4,219,8
3,19-08-2011,379717,0,88,4,219,8
3,26-08-2011,366368,0,88,4,219,8
3,02-09-2011,375989,0,89,4,219,8
3,09-09-2011,377347,1,82,4,219,8
3,16-09-2011,375630,0,84,4,219,8
3,23-09-2011,365249,0,80,3,220,8
3,30-09-2011,368478,0,83,3,220,8
3,07-10-2011,403342,0,76,3,220,7
3,14-10-2011,368283,0,74,3,221,7
3,21-10-2011,394976,0,69,3,221,7
3,28-10-2011,389541,0,71,3,221,7
3,04-11-2011,459443,0,59,3,221,7
3,11-11-2011,407764,0,62,3,221,7
3,18-11-2011,398839,0,64,3,222,7
3,25-11-2011,556925,1,68,3,222,7
3,02-12-2011,472511,0,55,3,222,7
3,09-12-2011,468773,0,49,3,222,7
3,16-12-2011,510748,0,58,3,223,7
3,23-12-2011,551221,0,53,3,223,7
3,30-12-2011,410554,1,48,3,223,7
3,06-01-2012,398178,0,52,3,223,7
3,13-01-2012,367439,0,52,3,223,7
3,20-01-2012,365819,0,56,3,223,7
3,27-01-2012,349518,0,58,3,224,7
3,03-02-2012,424961,0,59,3,224,7
3,10-02-2012,473292,1,52,3,224,7
3,17-02-2012,475591,0,52,4,224,7
3,24-02-2012,418925,0,60,4,224,7
3,02-03-2012,469753,0,62,4,224,7
3,09-03-2012,445162,0,61,4,225,7
3,16-03-2012,411776,0,64,4,225,7
3,23-03-2012,413907,0,67,4,225,7
3,30-03-2012,407489,0,69,4,225,7
3,06-04-2012,503232,0,73,4,225,7
3,13-04-2012,420790,0,73,4,225,7
3,20-04-2012,434822,0,72,4,225,7
3,27-04-2012,394616,0,73,4,225,7
3,04-05-2012,439914,0,80,4,225,7
3,11-05-2012,431985,0,75,4,225,7
3,18-05-2012,418113,0,72,4,225,7
3,25-05-2012,413701,0,79,4,225,7
3,01-06-2012,432269,0,82,4,225,7
3,08-06-2012,446337,0,82,3,225,7
3,15-06-2012,442075,0,85,3,225,7
3,22-06-2012,419498,0,83,3,225,7
3,29-06-2012,422965,0,86,3,225,7
3,06-07-2012,411206,0,83,3,225,6
3,13-07-2012,416913,0,82,3,225,6
3,20-07-2012,432425,0,81,3,225,6
3,27-07-2012,389428,0,85,3,225,6
3,03-08-2012,419990,0,87,3,225,6
3,10-08-2012,391812,0,86,3,225,6
3,17-08-2012,394919,0,87,4,226,6
3,24-08-2012,412450,0,83,4,226,6
3,31-08-2012,408839,0,85,4,226,6
3,07-09-2012,408230,1,85,4,226,6
3,14-09-2012,407589,0,78,4,226,6
3,21-09-2012,414392,0,73,4,226,6
3,28-09-2012,389813,0,77,4,227,6
3,05-10-2012,443558,0,73,4,227,6
3,12-10-2012,410804,0,70,4,227,6
3,19-10-2012,424513,0,73,4,227,6
3,26-10-2012,405433,0,75,4,227,6
4,05-02-2010,2135144,0,44,3,126,9
4,12-02-2010,2188307,1,29,3,126,9
4,19-02-2010,2049860,0,36,3,127,9
4,26-02-2010,1925729,0,41,3,127,9
4,05-03-2010,1971057,0,43,3,127,9
4,12-03-2010,1894324,0,50,3,127,9
4,19-03-2010,1897429,0,55,3,127,9
4,26-03-2010,1762539,0,40,3,127,9
4,02-04-2010,1979247,0,49,3,127,8
4,09-04-2010,1818453,0,54,3,127,8
4,16-04-2010,1851520,0,56,3,127,8
4,23-04-2010,1802678,0,57,3,126,8
4,30-04-2010,1817273,0,53,3,126,8
4,07-05-2010,2000626,0,57,3,126,8
4,14-05-2010,1875597,0,62,3,126,8
4,21-05-2010,1903753,0,67,3,126,8
4,28-05-2010,1857534,0,68,3,126,8
4,04-06-2010,1903291,0,71,3,126,8
4,11-06-2010,1870619,0,78,3,126,8
4,18-06-2010,1929736,0,82,3,126,8
4,25-06-2010,1846652,0,81,3,126,8
4,02-07-2010,1881337,0,74,3,126,7
4,09-07-2010,1812208,0,80,3,126,7
4,16-07-2010,1898428,0,79,3,126,7
4,23-07-2010,1848427,0,80,3,126,7
4,30-07-2010,1796638,0,81,3,126,7
4,06-08-2010,1907639,0,77,3,126,7
4,13-08-2010,2007051,0,78,3,126,7
4,20-08-2010,1997181,0,79,3,126,7
4,27-08-2010,1848404,0,74,3,126,7
4,03-09-2010,1935858,0,77,3,126,7
4,10-09-2010,1865821,1,74,3,126,7
4,17-09-2010,1899960,0,65,3,126,7
4,24-09-2010,1810685,0,61,3,126,7
4,01-10-2010,1842821,0,64,3,126,7
4,08-10-2010,1951495,0,68,3,126,7
4,15-10-2010,1867345,0,62,3,126,7
4,22-10-2010,1927610,0,64,3,126,7
4,29-10-2010,1933333,0,57,3,126,7
4,05-11-2010,2013116,0,52,3,126,7
4,12-11-2010,1999794,0,53,3,127,7
4,19-11-2010,2097809,0,48,3,127,7
4,26-11-2010,2789469,1,48,3,127,7
4,03-12-2010,2102530,0,46,3,127,7
4,10-12-2010,2302505,0,42,3,127,7
4,17-12-2010,2740057,0,47,3,127,7
4,24-12-2010,3526713,0,43,3,127,7
4,31-12-2010,1794869,1,38,3,127,7
4,07-01-2011,1862476,0,39,3,127,7
4,14-01-2011,1865502,0,32,3,127,7
4,21-01-2011,1886394,0,38,3,127,7
4,28-01-2011,1814241,0,41,3,128,7
4,04-02-2011,2119086,0,35,3,128,7
4,11-02-2011,2187847,1,33,3,128,7
4,18-02-2011,2316496,0,48,3,128,7
4,25-02-2011,2078095,0,49,3,128,7
4,04-03-2011,2103456,0,47,3,128,7
4,11-03-2011,2039818,0,51,3,128,7
4,18-03-2011,2116475,0,52,3,129,7
4,25-03-2011,1944164,0,59,3,129,7
4,01-04-2011,1900246,0,57,4,129,6
4,08-04-2011,2074953,0,63,4,129,6
4,15-04-2011,1960588,0,62,4,129,6
4,22-04-2011,2220601,0,69,4,129,6
4,29-04-2011,1878167,0,64,4,129,6
4,06-05-2011,2063683,0,63,4,129,6
4,13-05-2011,2002362,0,71,4,129,6
4,20-05-2011,2015563,0,70,4,129,6
4,27-05-2011,1986598,0,74,4,129,6
4,03-06-2011,2065377,0,78,4,129,6
4,10-06-2011,2073951,0,80,4,129,6
4,17-06-2011,2141211,0,84,4,129,6
4,24-06-2011,2008345,0,82,4,129,6
4,01-07-2011,2051534,0,85,4,129,6
4,08-07-2011,2066542,0,85,3,129,6
4,15-07-2011,2049047,0,83,4,129,6
4,22-07-2011,2036231,0,83,4,129,6
4,29-07-2011,1989674,0,84,4,129,6
4,05-08-2011,2160057,0,86,4,129,6
4,12-08-2011,2105669,0,83,4,129,6
4,19-08-2011,2232892,0,83,4,129,6
4,26-08-2011,1988490,0,81,4,129,6
4,02-09-2011,2078420,0,78,4,129,6
4,09-09-2011,2093139,1,73,4,129,6
4,16-09-2011,2075577,0,73,4,129,6
4,23-09-2011,2031406,0,69,3,130,6
4,30-09-2011,1929487,0,72,3,130,6
4,07-10-2011,2166738,0,66,3,130,5
4,14-10-2011,2074549,0,64,3,130,5
4,21-10-2011,2207742,0,65,3,130,5
4,28-10-2011,2151660,0,55,3,130,5
4,04-11-2011,2281217,0,50,3,130,5
4,11-11-2011,2203029,0,47,3,130,5
4,18-11-2011,2243947,0,50,3,130,5
4,25-11-2011,3004702,1,48,3,130,5
4,02-12-2011,2180999,0,39,3,130,5
4,09-12-2011,2508955,0,32,3,130,5
4,16-12-2011,2771397,0,36,3,130,5
4,23-12-2011,3676389,0,36,3,130,5
4,30-12-2011,2007106,1,37,3,130,5
4,06-01-2012,2047766,0,39,3,130,5
4,13-01-2012,1941677,0,34,3,130,5
4,20-01-2012,2005098,0,42,3,130,5
4,27-01-2012,1928721,0,40,3,130,5
4,03-02-2012,2173374,0,42,3,130,5
4,10-02-2012,2374661,1,33,3,130,5
4,17-02-2012,2427640,0,34,3,130,5
4,24-02-2012,2226662,0,41,4,131,5
4,02-03-2012,2206320,0,50,4,131,5
4,09-03-2012,2202451,0,54,4,131,5
4,16-03-2012,2214967,0,60,4,131,5
4,23-03-2012,2091593,0,59,4,131,5
4,30-03-2012,2089382,0,73,4,131,5
4,06-04-2012,2470206,0,68,4,131,4
4,13-04-2012,2105301,0,69,4,131,4
4,20-04-2012,2144337,0,69,4,131,4
4,27-04-2012,2064066,0,76,4,131,4
4,04-05-2012,2196968,0,80,4,131,4
4,11-05-2012,2127661,0,68,4,131,4
4,18-05-2012,2207215,0,68,4,131,4
4,25-05-2012,2154138,0,77,4,131,4
4,01-06-2012,2179361,0,77,3,131,4
4,08-06-2012,2245257,0,78,3,131,4
4,15-06-2012,2234191,0,81,3,131,4
4,22-06-2012,2197300,0,82,3,131,4
4,29-06-2012,2128363,0,84,3,131,4
4,06-07-2012,2224499,0,80,3,131,4
4,13-07-2012,2100253,0,77,3,131,4
4,20-07-2012,2175564,0,79,3,131,4
4,27-07-2012,2048614,0,81,3,131,4
4,03-08-2012,2174514,0,84,3,131,4
4,10-08-2012,2193368,0,83,3,131,4
4,17-08-2012,2283540,0,81,4,131,4
4,24-08-2012,2125242,0,76,4,131,4
4,31-08-2012,2081181,0,76,4,131,4
4,07-09-2012,2125105,1,82,4,131,4
4,14-09-2012,2117855,0,68,4,131,4
4,21-09-2012,2119439,0,69,4,131,4
4,28-09-2012,2027620,0,72,4,131,4
4,05-10-2012,2209835,0,63,4,131,4
4,12-10-2012,2133026,0,57,4,131,4
4,19-10-2012,2097267,0,64,4,131,4
4,26-10-2012,2149594,0,64,4,131,4
5,05-02-2010,317173,0,40,3,212,7
5,12-02-2010,311826,1,40,3,212,7
5,19-02-2010,303448,0,41,3,212,7
5,26-02-2010,270282,0,47,3,212,7
5,05-03-2010,288856,0,49,3,212,7
5,12-03-2010,297294,0,58,3,212,7
5,19-03-2010,281706,0,55,3,212,7
5,26-03-2010,273283,0,52,3,212,7
5,02-04-2010,331406,0,63,3,211,6
5,09-04-2010,328020,0,65,3,211,6
5,16-04-2010,306859,0,65,3,211,6
5,23-04-2010,288840,0,65,3,211,6
5,30-04-2010,298698,0,68,3,211,6
5,07-05-2010,333523,0,72,3,211,6
5,14-05-2010,296674,0,75,3,211,6
5,21-05-2010,301615,0,75,3,211,6
5,28-05-2010,310013,0,80,3,211,6
5,04-06-2010,337826,0,80,3,212,6
5,11-06-2010,296642,0,81,3,212,6
5,18-06-2010,313796,0,84,3,212,6
5,25-06-2010,295257,0,84,3,212,6
5,02-07-2010,305993,0,81,3,212,6
5,09-07-2010,291809,0,81,3,212,6
5,16-07-2010,280702,0,84,3,212,6
5,23-07-2010,274743,0,84,3,212,6
5,30-07-2010,268929,0,82,3,212,6
5,06-08-2010,303043,0,86,3,212,6
5,13-08-2010,286477,0,87,3,212,6
5,20-08-2010,287205,0,88,3,212,6
5,27-08-2010,288520,0,87,3,212,6
5,03-09-2010,323798,0,84,3,212,6
5,10-09-2010,306533,1,80,3,212,6
5,17-09-2010,282559,0,82,3,212,6
5,24-09-2010,293132,0,79,3,212,6
5,01-10-2010,283178,0,71,3,212,7
5,08-10-2010,290495,0,65,3,212,7
5,15-10-2010,280681,0,68,3,212,7
5,22-10-2010,284988,0,71,3,212,7
5,29-10-2010,278032,0,71,3,212,7
5,05-11-2010,325310,0,59,3,213,7
